Attack category,Attack subcategory,Protocol,Port_Category,Duration_Cat,Emission
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,ICMP,ip,Other,Short,ip_Other_Short
Reconnaissance,ICMP,netblt,Other,Short,netblt_Other_Short
DoS,Miscellaneous,merit-inp,Other,Short,merit-inp_Other_Short
Fuzzers,OSPF,prm,Other,Short,prm_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,SMTP,tcp,Mail,Short,tcp_Mail_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Fuzzers,OSPF,iplt,Other,Short,iplt_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Exploits,Miscellaneous,iplt,Other,Short,iplt_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
DoS,Miscellaneous,cbt,Other,Medium,cbt_Other_Medium
Exploits,SMB,prm,Other,Short,prm_Other_Short
Reconnaissance,ICMP,pim,Other,Medium,pim_Other_Medium
Exploits,TCP,sep,Other,Short,sep_Other_Short
Exploits,SMB,ipv6-no,Other,Short,ipv6-no_Other_Short
Reconnaissance,ICMP,eigrp,Other,Short,eigrp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,HTTP,unas,Other,Short,unas_Other_Short
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Reconnaissance,HTTP,tcp,Web,Short,tcp_Web_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,SMB,srp,Other,Short,srp_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,unas,Other,Short,unas_Other_Short
Backdoor,Unknown,unas,Other,Short,unas_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,st2,Other,Medium,st2_Other_Medium
DoS,RDP,unas,Other,Short,unas_Other_Short
DoS,RDP,unas,Other,Short,unas_Other_Short
Reconnaissance,HTTP,tcp,Web,Short,tcp_Web_Short
DoS,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Exploits,SMTP,sep,Other,Short,sep_Other_Short
Analysis,HTML,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,RPC,Short,udp_RPC_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,sep,Other,Short,sep_Other_Short
DoS,NetBIOS/SMB,ospf,Other,Medium,ospf_Other_Medium
DoS,Asterisk,unas,Other,Short,unas_Other_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Reconnaissance,ICMP,ospf,Other,Short,ospf_Other_Short
DoS,Miscellaneous,idrp,Other,Short,idrp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Web Application,tcp,Registered,Medium,tcp_Registered_Medium
Exploits,Miscellaneous,uti,Other,Short,uti_Other_Short
Exploits,Miscellaneous,sep,Other,Short,sep_Other_Short
Exploits,DCERPC,tcp,Registered,Medium,tcp_Registered_Medium
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,Miscellaneous,tcp,Registered,Medium,tcp_Registered_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Reconnaissance,ICMP,smp,Other,Short,smp_Other_Short
DoS,Miscellaneous,cbt,Other,Medium,cbt_Other_Medium
Exploits,Webserver,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,PPTP,tcp,Registered,Short,tcp_Registered_Short
Fuzzers,OSPF,nsfnet-igp,Other,Short,nsfnet-igp_Other_Short
Reconnaissance,ICMP,pri-enc,Other,Short,pri-enc_Other_Short
Exploits,Miscellaneous,tcp,Registered,Short,tcp_Registered_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
DoS,Miscellaneous,tlsp,Other,Short,tlsp_Other_Short
DoS,TCP,unas,Other,Short,unas_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Exploits,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Exploits,Miscellaneous,cbt,Other,Medium,cbt_Other_Medium
Reconnaissance,HTTP,tcp,Web,Short,tcp_Web_Short
Reconnaissance,ICMP,ax.25,Other,Short,ax.25_Other_Short
DoS,Miscellaneous,i-nlsp,Other,Short,i-nlsp_Other_Short
Exploits,Miscellaneous,ospf,Other,Short,ospf_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous Batch,micp,Other,Short,micp_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,OSPF,3pc,Other,Short,3pc_Other_Short
Fuzzers,DCERPC,tcp,Other,Medium,tcp_Other_Medium
Exploits,Apache,unas,Other,Short,unas_Other_Short
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
Generic,SMTP,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,OSPF,ipx-n-ip,Other,Short,ipx-n-ip_Other_Short
DoS,Asterisk,crtp,Other,Short,crtp_Other_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,SMB,etherip,Other,Short,etherip_Other_Short
Generic,IXIA,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,OSPF,sep,Other,Short,sep_Other_Short
Generic,IXIA,unas,Other,Short,unas_Other_Short
DoS,Asterisk,pup,Other,Short,pup_Other_Short
DoS,RDP,sctp,Other,Medium,sctp_Other_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Shellcode,BSD,udp,Registered,Short,udp_Registered_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,nsfnet-igp,Other,Short,nsfnet-igp_Other_Short
DoS,Miscellaneous,ax.25,Other,Short,ax.25_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Exploits,Clientside,tcp,Web,Medium,tcp_Web_Medium
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Clientside,tcp,Web,Medium,tcp_Web_Medium
Exploits,Web Application,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Backdoor,Unknown,sep,Other,Short,sep_Other_Short
DoS,Miscellaneous,scps,Other,Short,scps_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
DoS,HTTP,unas,Other,Short,unas_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Reconnaissance,ICMP,ospf,Other,Long,ospf_Other_Long
Analysis,Port Scanners,tlsp,Other,Short,tlsp_Other_Short
Fuzzers,OSPF,ipip,Other,Short,ipip_Other_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,PHP,rsvp,Other,Short,rsvp_Other_Short
Exploits,Office Document,tcp,Web,Medium,tcp_Web_Medium
Shellcode,BSD,udp,Registered,Short,udp_Registered_Short
Exploits,Miscellaneous,tp++,Other,Short,tp++_Other_Short
Exploits,Miscellaneous,st2,Other,Medium,st2_Other_Medium
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Web Application,ospf,Other,Long,ospf_Other_Long
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Exploits,SunRPC,udp,Registered,Short,udp_Registered_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Exploits,Office Document,tcp,Web,Short,tcp_Web_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,ospf,Other,Short,ospf_Other_Short
Reconnaissance,HTTP,tcp,Web,Short,tcp_Web_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Generic,IXIA,unas,Other,Short,unas_Other_Short
DoS,ICMP,unas,Other,Short,unas_Other_Short
Reconnaissance,ICMP,ttp,Other,Short,ttp_Other_Short
DoS,Miscellaneous,iplt,Other,Short,iplt_Other_Short
Exploits,Unix r Service,tcp,Other,Short,tcp_Other_Short
Reconnaissance,ICMP,nvp,Other,Short,nvp_Other_Short
Generic,IXIA,tcp,Web,Long,tcp_Web_Long
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Apache,irtp,Other,Short,irtp_Other_Short
Reconnaissance,HTTP,tcp,Web,Short,tcp_Web_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,st2,Other,Medium,st2_Other_Medium
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,ICMP,aris,Other,Short,aris_Other_Short
Reconnaissance,HTTP,tcp,Web,Short,tcp_Web_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Oracle,tcp,Database,Short,tcp_Database_Short
Reconnaissance,ICMP,sctp,Other,Long,sctp_Other_Long
DoS,Miscellaneous,ospf,Other,Medium,ospf_Other_Medium
Analysis,Port Scanners,sm,Other,Short,sm_Other_Short
Exploits,Web Application,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,idpr,Other,Short,idpr_Other_Short
DoS,ICMP,ipv6-frag,Other,Short,ipv6-frag_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,Miscellaneous,nvp,Other,Short,nvp_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,NetBIOS/SMB,mobile,Other,Short,mobile_Other_Short
Exploits,Browser FTP,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Exploits,SMTP,ospf,Other,Long,ospf_Other_Long
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Office Document,tcp,Mail,Long,tcp_Mail_Long
Fuzzers,Syslog,udp,Other,Short,udp_Other_Short
DoS,TCP,ospf,Other,Long,ospf_Other_Long
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,sun-nd,Other,Short,sun-nd_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Browser FTP,tcp,Other,Medium,tcp_Other_Medium
Analysis,HTML,tcp,Web,Medium,tcp_Web_Medium
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Generic,SIP,udp,Registered,Short,udp_Registered_Short
Fuzzers,OSPF,wb-mon,Other,Short,wb-mon_Other_Short
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
DoS,Miscellaneous,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,merit-inp,Other,Short,merit-inp_Other_Short
DoS,ICMP,br-sat-mon,Other,Short,br-sat-mon_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,narp,Other,Short,narp_Other_Short
Exploits,Clientside,tcp,Web,Medium,tcp_Web_Medium
Backdoor,Unknown,leaf-2,Other,Short,leaf-2_Other_Short
Fuzzers,OSPF,aris,Other,Short,aris_Other_Short
Exploits,Miscellaneous,iplt,Other,Short,iplt_Other_Short
Exploits,SMB,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
DoS,Miscellaneous,pri-enc,Other,Short,pri-enc_Other_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Exploits,Clientside,tcp,Mail,Short,tcp_Mail_Short
Exploits,Miscellaneous,pim,Other,Medium,pim_Other_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,ipv6-route,Other,Short,ipv6-route_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,ospf,Other,Long,ospf_Other_Long
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Browser,sprite-rpc,Other,Short,sprite-rpc_Other_Short
Exploits,SMB,leaf-2,Other,Short,leaf-2_Other_Short
Exploits,SMB,ddp,Other,Short,ddp_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Exploits,Miscellaneous,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,sctp,Other,Medium,sctp_Other_Medium
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Fuzzers,SMB,tcp,Other,Short,tcp_Other_Short
Exploits,Browser,st2,Other,Medium,st2_Other_Medium
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,Miscellaneous,tcp,Web,Short,tcp_Web_Short
DoS,ICMP,ospf,Other,Long,ospf_Other_Long
Generic,IXIA,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,sctp,Other,Short,sctp_Other_Short
Exploits,Apache,unas,Other,Short,unas_Other_Short
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Reconnaissance,ICMP,il,Other,Short,il_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Browser,tcp,Other,Medium,tcp_Other_Medium
Generic,SMTP,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Exploits,Miscellaneous,tcp,Web,Short,tcp_Web_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Generic,IXIA,sctp,Other,Short,sctp_Other_Short
DoS,HTTP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,bna,Other,Short,bna_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,LDAP,tcp,Other,Short,tcp_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,LPD,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Fuzzers,PPTP,tcp,Registered,Medium,tcp_Registered_Medium
DoS,Miscellaneous,argus,Other,Short,argus_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
DoS,Asterisk,wb-mon,Other,Short,wb-mon_Other_Short
Reconnaissance,ICMP,ospf,Other,Medium,ospf_Other_Medium
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,udp,Other,Short,udp_Other_Short
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Browser,isis,Other,Short,isis_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Reconnaissance,HTTP,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
DoS,TCP,srp,Other,Short,srp_Other_Short
Exploits,Miscellaneous,udp,Other,Short,udp_Other_Short
Exploits,FTP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
Exploits,Web Application,ospf,Other,Long,ospf_Other_Long
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,pipe,Other,Short,pipe_Other_Short
Exploits,Miscellaneous,st2,Other,Medium,st2_Other_Medium
Exploits,Miscellaneous,sm,Other,Short,sm_Other_Short
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
DoS,HTTP,ospf,Other,Long,ospf_Other_Long
DoS,IGMP,idrp,Other,Short,idrp_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Fuzzers,OSPF,sctp,Other,Long,sctp_Other_Long
Exploits,Miscellaneous,ax.25,Other,Short,ax.25_Other_Short
Generic,IXIA,fire,Other,Short,fire_Other_Short
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,RPC,Medium,tcp_RPC_Medium
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Exploits,Miscellaneous,sat-expak,Other,Short,sat-expak_Other_Short
DoS,ICMP,unas,Other,Short,unas_Other_Short
DoS,Asterisk,unas,Other,Short,unas_Other_Short
Exploits,PHP,unas,Other,Short,unas_Other_Short
Backdoor,Unknown,ggp,Other,Short,ggp_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,RPC,Short,udp_RPC_Short
Fuzzers,OSPF,ptp,Other,Short,ptp_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,RPC,Medium,tcp_RPC_Medium
Exploits,ICMP,cbt,Other,Medium,cbt_Other_Medium
Fuzzers,OSPF,rdp,Other,Short,rdp_Other_Short
Fuzzers,OSPF,l2tp,Other,Short,l2tp_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,wb-expak,Other,Short,wb-expak_Other_Short
Fuzzers,OSPF,pnni,Other,Short,pnni_Other_Short
Exploits,Miscellaneous,tcp,Web,Medium,tcp_Web_Medium
Backdoor,Unknown,scps,Other,Short,scps_Other_Short
Exploits,SMB,iplt,Other,Short,iplt_Other_Short
Exploits,ICMP,zero,Other,Short,zero_Other_Short
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
DoS,ICMP,bbn-rcc,Other,Short,bbn-rcc_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Clientside,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Miscellaneous,narp,Other,Short,narp_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Analysis,Port Scanners,mhrp,Other,Short,mhrp_Other_Short
Backdoor,Unknown,unas,Other,Short,unas_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
DoS,HTTP,ospf,Other,Long,ospf_Other_Long
Exploits,Miscellaneous,pim,Other,Short,pim_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Exploits,Browser,ospf,Other,Long,ospf_Other_Long
Reconnaissance,ICMP,unas,Other,Short,unas_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Exploits,SMB,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,idpr,Other,Short,idpr_Other_Short
Reconnaissance,ICMP,irtp,Other,Short,irtp_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,SSH,tcp,SSH,Medium,tcp_SSH_Medium
Fuzzers,BGP,tcp,Other,Short,tcp_Other_Short
Exploits,Miscellaneous,irtp,Other,Short,irtp_Other_Short
Exploits,Miscellaneous,ipv6,Other,Short,ipv6_Other_Short
DoS,RDP,st2,Other,Medium,st2_Other_Medium
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Fuzzers,SMB,udp,Other,Medium,udp_Other_Medium
Reconnaissance,HTTP,tcp,Web,Medium,tcp_Web_Medium
Backdoor,Unknown,unas,Other,Short,unas_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
DoS,RDP,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Exploits,Miscellaneous,leaf-2,Other,Short,leaf-2_Other_Short
Exploits,ICMP,merit-inp,Other,Short,merit-inp_Other_Short
Backdoor,Unknown,sun-nd,Other,Short,sun-nd_Other_Short
DoS,TCP,encap,Other,Short,encap_Other_Short
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Exploits,Browser,tcp,Web,Short,tcp_Web_Short
DoS,Browser,tcp,Web,Short,tcp_Web_Short
Fuzzers,OSPF,eigrp,Other,Short,eigrp_Other_Short
Fuzzers,OSPF,wsn,Other,Short,wsn_Other_Short
DoS,Miscellaneous,unas,Other,Short,unas_Other_Short
Analysis,Port Scanners,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,pup,Other,Short,pup_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
Fuzzers,OSPF,ttp,Other,Short,ttp_Other_Short
Exploits,Miscellaneous,ipcomp,Other,Short,ipcomp_Other_Short
DoS,NetBIOS/SMB,leaf-1,Other,Short,leaf-1_Other_Short
DoS,HTTP,unas,Other,Short,unas_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,wsn,Other,Short,wsn_Other_Short
Fuzzers,HTTP,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,OSPF,idpr-cmtp,Other,Short,idpr-cmtp_Other_Short
DoS,ICMP,ospf,Other,Short,ospf_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,OSPF,swipe,Other,Short,swipe_Other_Short
DoS,RDP,sctp,Other,Medium,sctp_Other_Medium
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
DoS,TCP,unas,Other,Short,unas_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,pvp,Other,Short,pvp_Other_Short
DoS,Miscellaneous,gmtp,Other,Short,gmtp_Other_Short
Exploits,RADIUS,ib,Other,Short,ib_Other_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Exploits,Browser FTP,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
DoS,Microsoft Office,tcp,Mail,Medium,tcp_Mail_Medium
Backdoor,Unknown,unas,Other,Short,unas_Other_Short
DoS,Miscellaneous,il,Other,Short,il_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
DoS,Miscellaneous,mobile,Other,Short,mobile_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,ospf,Other,Long,ospf_Other_Long
Exploits,Browser,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Exploits,Miscellaneous,gre,Other,Short,gre_Other_Short
Exploits,Miscellaneous Batch,ddx,Other,Short,ddx_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
DoS,Miscellaneous,qnx,Other,Short,qnx_Other_Short
DoS,TCP,mux,Other,Medium,mux_Other_Medium
Fuzzers,BGP,tcp,Other,Medium,tcp_Other_Medium
Fuzzers,SMB,tcp,Other,Short,tcp_Other_Short
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
DoS,FTP,tcp,Other,Long,tcp_Other_Long
Exploits,Browser FTP,tcp,Ephemeral,Medium,tcp_Ephemeral_Medium
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Fuzzers,RIP,udp,Other,Short,udp_Other_Short
DoS,NetBIOS/SMB,sccopmce,Other,Short,sccopmce_Other_Short
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Reconnaissance,SunRPC Portmapper (UDP) UDP Service,udp,RPC,Short,udp_RPC_Short
Exploits,Cisco IOS,tcp,Web,Short,tcp_Web_Short
Exploits,SIP,swipe,Other,Short,swipe_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Exploits,Office Document,tcp,Mail,Medium,tcp_Mail_Medium
Exploits,Web Application,tcp,Web,Short,tcp_Web_Short
Exploits,Miscellaneous,argus,Other,Short,argus_Other_Short
Fuzzers,OSPF,idpr,Other,Short,idpr_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Generic,IXIA,udp,DNS,Short,udp_DNS_Short
DoS,Miscellaneous,vines,Other,Short,vines_Other_Short
Fuzzers,SMB,tcp,Other,Medium,tcp_Other_Medium
DoS,NetBIOS/SMB,unas,Other,Short,unas_Other_Short
Exploits,Browser,tcp,Web,Medium,tcp_Web_Medium
Exploits,Miscellaneous,unas,Other,Short,unas_Other_Short
Fuzzers,OSPF,unas,Other,Short,unas_Other_Short
Exploits,Miscellaneous,ospf,Other,Long,ospf_Other_Long
Fuzzers,OSPF,igp,Other,Short,igp_Other_Short
Backdoor,Unknown,unas,Other,Short,unas_Other_Short
Exploits,SMB,unas,Other,Short,unas_Other_Short
Reconnaissance,SunRPC Portmapper (UDP),udp,RPC,Short,udp_RPC_Short
Exploits,Miscellaneous,iatp,Other,Short,iatp_Other_Short
Exploits,Web Application,tcp,Web,Medium,tcp_Web_Medium
DoS,ICMP,any,Other,Short,any_Other_Short
Exploits,Web Application,ib,Other,Short,ib_Other_Short
Exploits,Miscellaneous,tcp,Web,Short,tcp_Web_Short
